order_number,employee_id,employee_name,job_title,sales_region,order_date,order_type,customer_type,customer_name,customer_state,product_category,product_number,produce_name,quantity,unit_price,sale_price
1107498,900012320,Dolly Trowel,Sales Associate,S Central West,22/11/2020,Retail,Individual,Erroll Blackaller,Arizona,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,2,30,60
1107577,900012320,Dolly Trowel,Sales Associate,S Central West,03/12/2020,Retail,Individual,Timmy Toulch,Arizona,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,234,936
1107600,900012320,Dolly Trowel,Sales Associate,S Central West,06/12/2020,Retail,Business,Langosh Inc,Colorado,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,5.99,11.98
1107775,900012320,Dolly Trowel,Sales Associate,S Central West,30/12/2020,Retail,Individual,Henrieta Cubberley,Colorado,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,3,234,702
1107793,900012320,Dolly Trowel,Sales Associate,S Central West,01/01/2021,Retail,Individual,Dorian Henlon,Colorado,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,4,114,456
1107791,900012320,Dolly Trowel,Sales Associate,S Central West,01/01/2021,Retail,Individual,Crosby Cowland,Arizona,Bath products,BP102,Lavender and Olive Candle,1,6.99,6.99
1107792,900012320,Dolly Trowel,Sales Associate,S Central West,01/01/2021,Retail,Individual,Dareen Kunes,Colorado,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,24.5,49
1107829,900012320,Dolly Trowel,Sales Associate,S Central West,07/01/2021,Retail,Individual,Gratiana Gosnoll,Utah,Bath products,BP301,Mandarin and Olive Bath Salts,1,8.5,8.5
1107845,900012320,Dolly Trowel,Sales Associate,S Central West,09/01/2021,Retail,Individual,Kienan Agiolfinger,Colorado,Gift Basket,GB103,Lemon EVOO Gift Basket,2,75,150
1107852,900012320,Dolly Trowel,Sales Associate,S Central West,11/01/2021,Retail,Individual,Adlai Clemo,Colorado,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,4,17.5,70
1107929,900012320,Dolly Trowel,Sales Associate,S Central West,21/01/2021,Retail,Individual,Genni Masic,Colorado,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,19.5,78
1107985,900012320,Dolly Trowel,Sales Associate,S Central West,28/01/2021,Retail,Individual,Caren Bass,Colorado,Bath products,BP100,Lavender and Olive Body Soap,1,7.45,7.45
1102876,900018712,Dru Clingman,Sales Associate II,S Central East,01/02/2019,Retail,Individual,Gennifer De Souza,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,234,936
1102922,900018712,Dru Clingman,Sales Associate II,S Central East,07/02/2019,Retail,Individual,Cybil Dollen,Texas,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,35,35
1102983,900018712,Dru Clingman,Sales Associate II,S Central East,15/02/2019,Retail,Individual,Hermie Totterdill,Texas,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,3,234,702
1102982,900018712,Dru Clingman,Sales Associate II,S Central East,15/02/2019,Retail,Individual,Earvin Askell,Louisiana,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,123,123
1103006,900018712,Dru Clingman,Sales Associate II,S Central East,19/02/2019,Retail,Individual,Shell Huyghe,Mississippi,Gift Basket,GB104,Garlic EVOO Gift Basket,2,75,150
1103089,900018712,Dru Clingman,Sales Associate II,S Central East,06/03/2019,Retail,Individual,Charmion Le Gassick,Louisiana,Gift Basket,GB105,Chili EVOO Gift Basket,1,75,75
1103180,900018712,Dru Clingman,Sales Associate II,S Central East,19/03/2019,Retail,Individual,Julee Rozanski,Oklahoma,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,45,180
1103241,900018712,Dru Clingman,Sales Associate II,S Central East,29/03/2019,Retail,Individual,Julieta Gracey,Missouri,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,4,45,180
1103256,900018712,Dru Clingman,Sales Associate II,S Central East,30/03/2019,Wholesale,Business,Harber LLC,Texas,Gift Basket,GB105,Chili EVOO Gift Basket,9,75,675
1103255,900018712,Dru Clingman,Sales Associate II,S Central East,30/03/2019,Retail,Individual,Thurstan Pulfer,Louisiana,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,1,123,123
1103299,900018712,Dru Clingman,Sales Associate II,S Central East,05/04/2019,Retail,Individual,Shell Huyghe,Mississippi,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,234,234
1103375,900018712,Dru Clingman,Sales Associate II,S Central East,14/04/2019,Retail,Individual,Lucina Trude,Louisiana,Bath products,BP302,Mandarin and Olive Candle,1,6.99,6.99
1103426,900018712,Dru Clingman,Sales Associate II,S Central East,22/04/2019,Wholesale,Business,Harber LLC,Texas,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,5,123,615
1103435,900018712,Dru Clingman,Sales Associate II,S Central East,23/04/2019,Retail,Individual,Hurlee Surgey,Missouri,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,14.5,14.5
1103438,900018712,Dru Clingman,Sales Associate II,S Central East,24/04/2019,Retail,Individual,Vernice Elvidge,Texas,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,19.5,39
1103515,900018712,Dru Clingman,Sales Associate II,S Central East,03/05/2019,Retail,Individual,Niki Playdon,Texas,Bath products,BP303,Mandarin and Olive Oil Bar Soap,4,5.99,23.96
1103524,900018712,Dru Clingman,Sales Associate II,S Central East,04/05/2019,Retail,Individual,Vernice Elvidge,Texas,Gift Basket,GB100,Organic EVOO Gift Basket,4,70,280
1103540,900018712,Dru Clingman,Sales Associate II,S Central East,06/05/2019,Retail,Individual,Mora Bisset,Texas,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,4,27,108
1103539,900018712,Dru Clingman,Sales Associate II,S Central East,06/05/2019,Retail,Individual,Lorilee Horsley,Texas,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,114,342
1103595,900018712,Dru Clingman,Sales Associate II,S Central East,14/05/2019,Retail,Individual,Deloris Mechan,Texas,Gift Basket,GB106,Basil EVOO Gift Basket,4,75,300
1103641,900018712,Dru Clingman,Sales Associate II,S Central East,21/05/2019,Retail,Individual,Hurlee Surgey,Missouri,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,234,234
1103664,900018712,Dru Clingman,Sales Associate II,S Central East,24/05/2019,Retail,Business,Ankunding Group,Texas,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,3,114,342
1103699,900018712,Dru Clingman,Sales Associate II,S Central East,30/05/2019,Retail,Individual,Hyman Skelbeck,New Mexico,Bath products,BP100,Lavender and Olive Body Soap,4,7.45,29.8
1103705,900018712,Dru Clingman,Sales Associate II,S Central East,01/06/2019,Retail,Individual,Cybil Dollen,Texas,Bath products,BP505,Vanilla and Olive Oil Lotion,1,9.99,9.99
1103724,900018712,Dru Clingman,Sales Associate II,S Central East,04/06/2019,Retail,Individual,Gennifer De Souza,Texas,Bath products,BP502,Vanilla and Olive Oil Candle,2,6.99,13.98
1103750,900018712,Dru Clingman,Sales Associate II,S Central East,08/06/2019,Retail,Individual,Robin Scambler,New Mexico,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,19.5,78
1103795,900018712,Dru Clingman,Sales Associate II,S Central East,14/06/2019,Retail,Individual,Giavani Newlands,Texas,Gift Basket,GB104,Garlic EVOO Gift Basket,3,75,225
1103818,900018712,Dru Clingman,Sales Associate II,S Central East,17/06/2019,Retail,Individual,Astrix Fanning,Texas,Gift Basket,GB104,Garlic EVOO Gift Basket,3,75,225
1103879,900018712,Dru Clingman,Sales Associate II,S Central East,25/06/2019,Retail,Individual,Sabra Battell,Texas,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,1,26,26
1103916,900018712,Dru Clingman,Sales Associate II,S Central East,01/07/2019,Retail,Individual,Giavani Newlands,Texas,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,1,26,26
1103956,900018712,Dru Clingman,Sales Associate II,S Central East,06/07/2019,Retail,Individual,Cletis Gentreau,Oklahoma,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,3,14.5,43.5
1104037,900018712,Dru Clingman,Sales Associate II,S Central East,16/07/2019,Retail,Individual,Mayer Twydell,Texas,Gift Basket,GB106,Basil EVOO Gift Basket,3,75,225
1104052,900018712,Dru Clingman,Sales Associate II,S Central East,18/07/2019,Retail,Individual,Charmion Le Gassick,Louisiana,Bath products,BP300,Mandarin and Olive Body Soap,2,7.45,14.9
1104061,900018712,Dru Clingman,Sales Associate II,S Central East,20/07/2019,Retail,Individual,Brnaba Vasilechko,Missouri,Gift Basket,GB101,Infused EVOO Gift Basket,2,75,150
1104094,900018712,Dru Clingman,Sales Associate II,S Central East,24/07/2019,Retail,Individual,Bathsheba Toothill,Texas,Bath products,BP302,Mandarin and Olive Candle,2,6.99,13.98
1104144,900018712,Dru Clingman,Sales Associate II,S Central East,31/07/2019,Wholesale,Business,Walsh Supplies,Texas,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,12,234,2808
1104163,900018712,Dru Clingman,Sales Associate II,S Central East,03/08/2019,Retail,Individual,Toiboid Cowper,Texas,Bath products,BP102,Lavender and Olive Candle,3,6.99,20.97
1104190,900018712,Dru Clingman,Sales Associate II,S Central East,07/08/2019,Retail,Individual,Astrix Fanning,Texas,Bath products,BP501,Vanilla and Olive Bath Salts,4,8.5,34
1104227,900018712,Dru Clingman,Sales Associate II,S Central East,13/08/2019,Retail,Individual,Robin Thaxter,Missouri,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,234,936
1104278,900018712,Dru Clingman,Sales Associate II,S Central East,19/08/2019,Wholesale,Business,Conner Kitchens,Texas,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,234,468
1104290,900018712,Dru Clingman,Sales Associate II,S Central East,21/08/2019,Wholesale,Business,Harber LLC,Texas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,14,234,3276
1104301,900018712,Dru Clingman,Sales Associate II,S Central East,22/08/2019,Retail,Individual,Hermie Totterdill,Texas,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,4,24.5,98
1104320,900018712,Dru Clingman,Sales Associate II,S Central East,26/08/2019,Retail,Individual,Ronny Joannet,Texas,Bath products,BP105,Lavender and Olive Oil Lotion,4,9.99,39.96
1104337,900018712,Dru Clingman,Sales Associate II,S Central East,28/08/2019,Retail,Individual,Shirl Pumfrey,Louisiana,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,234,234
1104388,900018712,Dru Clingman,Sales Associate II,S Central East,04/09/2019,Retail,Business,Ankunding Group,Texas,Gift Basket,GB103,Lemon EVOO Gift Basket,1,75,75
1104381,900018712,Dru Clingman,Sales Associate II,S Central East,04/09/2019,Retail,Individual,Bathsheba Toothill,Texas,Bath products,BP305,Mandarin and Olive Oil Lotion,4,9.99,39.96
1104410,900018712,Dru Clingman,Sales Associate II,S Central East,08/09/2019,Retail,Individual,Julieta Gracey,Missouri,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,234,468
1104559,900018712,Dru Clingman,Sales Associate II,S Central East,01/10/2019,Retail,Individual,Silvan Cessford,Texas,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,24.5,73.5
1104565,900018712,Dru Clingman,Sales Associate II,S Central East,02/10/2019,Retail,Individual,Maitilde Garthland,Texas,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,4,14.5,58
1104609,900018712,Dru Clingman,Sales Associate II,S Central East,09/10/2019,Retail,Individual,Robin Thaxter,Missouri,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,2,123,246
1104614,900018712,Dru Clingman,Sales Associate II,S Central East,09/10/2019,Retail,Individual,Robin Thaxter,Missouri,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,234,234
1104617,900018712,Dru Clingman,Sales Associate II,S Central East,10/10/2019,Retail,Individual,Floyd Narbett,Texas,Bath products,BP502,Vanilla and Olive Oil Candle,2,6.99,13.98
1104632,900018712,Dru Clingman,Sales Associate II,S Central East,12/10/2019,Retail,Individual,Jeanelle Rayhill,Louisiana,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,4,45,180
1104642,900018712,Dru Clingman,Sales Associate II,S Central East,14/10/2019,Retail,Individual,Josepha Seth,Texas,Gift Basket,GB104,Garlic EVOO Gift Basket,2,75,150
1104649,900018712,Dru Clingman,Sales Associate II,S Central East,15/10/2019,Retail,Individual,Lorilee Horsley,Texas,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,3,123,369
1104718,900018712,Dru Clingman,Sales Associate II,S Central East,24/10/2019,Retail,Individual,Letitia Geare,Texas,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,24.5,73.5
1104742,900018712,Dru Clingman,Sales Associate II,S Central East,27/10/2019,Retail,Individual,Letitia Geare,Texas,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,1,123,123
1104804,900018712,Dru Clingman,Sales Associate II,S Central East,06/11/2019,Retail,Individual,Charil Alishoner,Texas,Bath products,BP305,Mandarin and Olive Oil Lotion,3,9.99,29.97
1104825,900018712,Dru Clingman,Sales Associate II,S Central East,09/11/2019,Retail,Individual,Thurstan Pulfer,Louisiana,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,45,90
1104854,900018712,Dru Clingman,Sales Associate II,S Central East,12/11/2019,Retail,Individual,Earvin Askell,Louisiana,Olive Oil,OO302,Chili Extra Virgin Olive Oil,1,26,26
1104882,900018712,Dru Clingman,Sales Associate II,S Central East,16/11/2019,Retail,Individual,Cherye Bartolomeoni,Texas,Gift Basket,GB100,Organic EVOO Gift Basket,3,70,210
1104943,900018712,Dru Clingman,Sales Associate II,S Central East,25/11/2019,Retail,Individual,Brok De Morena,Texas,Gift Basket,GB101,Infused EVOO Gift Basket,4,75,300
1104972,900018712,Dru Clingman,Sales Associate II,S Central East,29/11/2019,Wholesale,Business,Conner Kitchens,Texas,Bath products,BP501,Vanilla and Olive Bath Salts,8,8.5,68
1105002,900018712,Dru Clingman,Sales Associate II,S Central East,03/12/2019,Retail,Individual,Cherye Bartolomeoni,Texas,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,14.5,43.5
1105019,900018712,Dru Clingman,Sales Associate II,S Central East,05/12/2019,Retail,Individual,Earvin Askell,Louisiana,Bath products,BP101,Lavender and Olive Bath Salts,3,8.5,25.5
1105148,900018712,Dru Clingman,Sales Associate II,S Central East,26/12/2019,Retail,Individual,Deloris Mechan,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,234,702
1105176,900018712,Dru Clingman,Sales Associate II,S Central East,30/12/2019,Wholesale,Business,Pacocha Inc,Texas,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,234,702
1105188,900018712,Dru Clingman,Sales Associate II,S Central East,01/01/2020,Retail,Individual,Agata Scawton,Texas,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,4,24.5,98
1105204,900018712,Dru Clingman,Sales Associate II,S Central East,02/01/2020,Retail,Individual,Westbrooke Conybear,Texas,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,123,246
1105262,900018712,Dru Clingman,Sales Associate II,S Central East,11/01/2020,Retail,Individual,Shirl Pumfrey,Louisiana,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,26,78
1105341,900018712,Dru Clingman,Sales Associate II,S Central East,23/01/2020,Retail,Individual,Toiboid Cowper,Texas,Bath products,BP502,Vanilla and Olive Oil Candle,4,6.99,27.96
1105345,900018712,Dru Clingman,Sales Associate II,S Central East,23/01/2020,Retail,Individual,Ronny Joannet,Texas,Bath products,BP501,Vanilla and Olive Bath Salts,2,8.5,17
1105346,900018712,Dru Clingman,Sales Associate II,S Central East,23/01/2020,Retail,Individual,Filmore Reay,Oklahoma,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,114,342
1105340,900018712,Dru Clingman,Sales Associate II,S Central East,23/01/2020,Retail,Individual,Andreana Filipiak,Texas,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,4,123,492
1105449,900018712,Dru Clingman,Sales Associate II,S Central East,08/02/2020,Retail,Business,Ankunding Group,Texas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,4,234,936
1105453,900018712,Dru Clingman,Sales Associate II,S Central East,08/02/2020,Retail,Individual,Arabelle Breewood,Oklahoma,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,3,27,81
1105458,900018712,Dru Clingman,Sales Associate II,S Central East,09/02/2020,Retail,Individual,Ronny Joannet,Texas,Gift Basket,GB100,Organic EVOO Gift Basket,4,70,280
1105466,900018712,Dru Clingman,Sales Associate II,S Central East,10/02/2020,Wholesale,Business,Donnelly Group,Texas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,10,234,2340
1105477,900018712,Dru Clingman,Sales Associate II,S Central East,13/02/2020,Retail,Individual,Brok De Morena,Texas,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,114,342
1105677,900018712,Dru Clingman,Sales Associate II,S Central East,12/03/2020,Wholesale,Business,Pacocha Inc,Texas,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,4,234,936
1105678,900018712,Dru Clingman,Sales Associate II,S Central East,12/03/2020,Wholesale,Business,Raynor LLC,Missouri,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,8,234,1872
1105701,900018712,Dru Clingman,Sales Associate II,S Central East,15/03/2020,Retail,Individual,Westbrooke Conybear,Texas,Gift Basket,GB103,Lemon EVOO Gift Basket,3,75,225
1105718,900018712,Dru Clingman,Sales Associate II,S Central East,18/03/2020,Retail,Individual,Silvan Cessford,Texas,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,1,123,123
1105726,900018712,Dru Clingman,Sales Associate II,S Central East,19/03/2020,Retail,Individual,Josepha Seth,Texas,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,114,342
1105767,900018712,Dru Clingman,Sales Associate II,S Central East,24/03/2020,Retail,Individual,Robin Scambler,New Mexico,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,45,135
1105770,900018712,Dru Clingman,Sales Associate II,S Central East,24/03/2020,Retail,Individual,Jaquenetta Matignon,Texas,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,3,24.5,73.5
1105778,900018712,Dru Clingman,Sales Associate II,S Central East,25/03/2020,Wholesale,Business,Pacocha Inc,Texas,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,14,234,3276
1105792,900018712,Dru Clingman,Sales Associate II,S Central East,27/03/2020,Retail,Individual,Elicia Scorrer,Texas,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,4,123,492
1105790,900018712,Dru Clingman,Sales Associate II,S Central East,27/03/2020,Retail,Individual,Deloris Mechan,Texas,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,45,135
1105828,900018712,Dru Clingman,Sales Associate II,S Central East,02/04/2020,Retail,Individual,Lucina Trude,Louisiana,Bath products,BP505,Vanilla and Olive Oil Lotion,1,9.99,9.99
1105834,900018712,Dru Clingman,Sales Associate II,S Central East,03/04/2020,Retail,Individual,Elicia Scorrer,Texas,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,114,228
1105859,900018712,Dru Clingman,Sales Associate II,S Central East,06/04/2020,Retail,Individual,Rasla Greening,Texas,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,3,27,81
1105899,900018712,Dru Clingman,Sales Associate II,S Central East,13/04/2020,Retail,Individual,Josepha Seth,Texas,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,4,30,120
1105942,900018712,Dru Clingman,Sales Associate II,S Central East,20/04/2020,Retail,Individual,Albert Gouldthorpe,Missouri,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,4,16.75,67
1105963,900018712,Dru Clingman,Sales Associate II,S Central East,23/04/2020,Retail,Individual,Brnaba Vasilechko,Missouri,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,3,123,369
1105976,900018712,Dru Clingman,Sales Associate II,S Central East,26/04/2020,Retail,Individual,Hurlee Surgey,Missouri,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,1,24.5,24.5
1106026,900018712,Dru Clingman,Sales Associate II,S Central East,04/05/2020,Retail,Individual,Gennifer De Souza,Texas,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,45,45
1106081,900018712,Dru Clingman,Sales Associate II,S Central East,11/05/2020,Wholesale,Business,Walsh Supplies,Texas,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,6,234,1404
1106097,900018712,Dru Clingman,Sales Associate II,S Central East,13/05/2020,Retail,Individual,Floyd Narbett,Texas,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,3,19.5,58.5
1106103,900018712,Dru Clingman,Sales Associate II,S Central East,14/05/2020,Retail,Individual,Feodora Dockrey,Missouri,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,4,17.5,70
1106130,900018712,Dru Clingman,Sales Associate II,S Central East,17/05/2020,Wholesale,Business,Walsh Supplies,Texas,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,5,234,1170
1106129,900018712,Dru Clingman,Sales Associate II,S Central East,17/05/2020,Retail,Individual,Kevina Richmond,Arkansas,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,4,27,108
1106136,900018712,Dru Clingman,Sales Associate II,S Central East,17/05/2020,Retail,Individual,Giavani Newlands,Texas,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,24.5,24.5
1106160,900018712,Dru Clingman,Sales Associate II,S Central East,21/05/2020,Retail,Individual,Cletis Gentreau,Oklahoma,Gift Basket,GB104,Garlic EVOO Gift Basket,4,75,300
1106225,900018712,Dru Clingman,Sales Associate II,S Central East,01/06/2020,Retail,Individual,Keslie Bachnic,Texas,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,1,24.5,24.5
1106345,900018712,Dru Clingman,Sales Associate II,S Central East,16/06/2020,Retail,Individual,Elicia Scorrer,Texas,Bath products,BP503,Vanilla and Olive Oil Bar Soap,3,5.99,17.97
1106348,900018712,Dru Clingman,Sales Associate II,S Central East,17/06/2020,Wholesale,Business,Raynor LLC,Missouri,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,14,114,1596
1106347,900018712,Dru Clingman,Sales Associate II,S Central East,17/06/2020,Retail,Individual,Rasla Greening,Texas,Gift Basket,GB106,Basil EVOO Gift Basket,3,75,225
1106369,900018712,Dru Clingman,Sales Associate II,S Central East,21/06/2020,Retail,Individual,Jeanelle Rayhill,Louisiana,Bath products,BP300,Mandarin and Olive Body Soap,2,7.45,14.9
1106387,900018712,Dru Clingman,Sales Associate II,S Central East,24/06/2020,Retail,Individual,Floyd Narbett,Texas,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,1,234,234
1106475,900018712,Dru Clingman,Sales Associate II,S Central East,04/07/2020,Retail,Individual,Feodora Dockrey,Missouri,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45,45
1106541,900018712,Dru Clingman,Sales Associate II,S Central East,11/07/2020,Retail,Individual,Philipa Tomeo,Texas,Bath products,BP502,Vanilla and Olive Oil Candle,4,6.99,27.96
1106552,900018712,Dru Clingman,Sales Associate II,S Central East,13/07/2020,Retail,Individual,Quincey Gowland,Arkansas,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,45,90
1106557,900018712,Dru Clingman,Sales Associate II,S Central East,14/07/2020,Retail,Individual,Hermie Totterdill,Texas,Bath products,BP501,Vanilla and Olive Bath Salts,3,8.5,25.5
1106639,900018712,Dru Clingman,Sales Associate II,S Central East,24/07/2020,Retail,Individual,Philipa Tomeo,Texas,Bath products,BP503,Vanilla and Olive Oil Bar Soap,3,5.99,17.97
1106664,900018712,Dru Clingman,Sales Associate II,S Central East,27/07/2020,Wholesale,Business,Conner Kitchens,Texas,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,11,234,2574
1106714,900018712,Dru Clingman,Sales Associate II,S Central East,02/08/2020,Wholesale,Business,Harber LLC,Texas,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,12,234,2808
1106759,900018712,Dru Clingman,Sales Associate II,S Central East,09/08/2020,Retail,Individual,Filmore Reay,Oklahoma,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,17.5,35
1106779,900018712,Dru Clingman,Sales Associate II,S Central East,12/08/2020,Retail,Individual,Jaquenetta Matignon,Texas,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,30,90
1106816,900018712,Dru Clingman,Sales Associate II,S Central East,16/08/2020,Wholesale,Business,Donnelly Group,Texas,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,2,234,468
1106826,900018712,Dru Clingman,Sales Associate II,S Central East,18/08/2020,Retail,Individual,Hyman Skelbeck,New Mexico,Gift Basket,GB103,Lemon EVOO Gift Basket,1,75,75
1106860,900018712,Dru Clingman,Sales Associate II,S Central East,23/08/2020,Retail,Individual,Marissa Grut,Texas,Olive Oil,OO308,Basil Extra Virgin Olive Oil,4,26,104
1106945,900018712,Dru Clingman,Sales Associate II,S Central East,04/09/2020,Retail,Individual,Charil Alishoner,Texas,Gift Basket,GB103,Lemon EVOO Gift Basket,2,75,150
1106983,900018712,Dru Clingman,Sales Associate II,S Central East,09/09/2020,Retail,Individual,Madel Inold,Missouri,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,2,123,246
1107012,900018712,Dru Clingman,Sales Associate II,S Central East,14/09/2020,Retail,Individual,Quincey Gowland,Arkansas,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,35,140
1107048,900018712,Dru Clingman,Sales Associate II,S Central East,18/09/2020,Retail,Individual,Cami Blandford,Texas,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,3,14.5,43.5
1107051,900018712,Dru Clingman,Sales Associate II,S Central East,19/09/2020,Retail,Individual,Filmore Reay,Oklahoma,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,1,14.5,14.5
1107094,900018712,Dru Clingman,Sales Associate II,S Central East,26/09/2020,Retail,Individual,Julee Rozanski,Oklahoma,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,4,19.5,78
1107111,900018712,Dru Clingman,Sales Associate II,S Central East,28/09/2020,Retail,Individual,Cybil Dollen,Texas,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,30,30
1107167,900018712,Dru Clingman,Sales Associate II,S Central East,07/10/2020,Retail,Individual,Cherye Bartolomeoni,Texas,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,3,234,702
1107247,900018712,Dru Clingman,Sales Associate II,S Central East,18/10/2020,Wholesale,Business,Donnelly Group,Texas,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,10,234,2340
1107277,900018712,Dru Clingman,Sales Associate II,S Central East,22/10/2020,Retail,Individual,Robin Scambler,New Mexico,Gift Basket,GB101,Infused EVOO Gift Basket,2,75,150
1107290,900018712,Dru Clingman,Sales Associate II,S Central East,24/10/2020,Retail,Individual,Jeanelle Rayhill,Louisiana,Gift Basket,GB100,Organic EVOO Gift Basket,3,70,210
1107301,900018712,Dru Clingman,Sales Associate II,S Central East,26/10/2020,Retail,Individual,Marissa Grut,Texas,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,1,234,234
